-	mm.	-	none	-	-	-	-	abbr	-
-	mon.	-	none	-	-	-	-	abbr	-
-	mrd	-	none	-	-	-	-	abbr	-
-	mrd.	-	none	-	-	-	-	abbr	-
-	n.	-	none	-	-	-	-	abbr	-
-	n/a	-	none	-	-	-	-	abbr	-
-	nk.	-	none	-	-	-	-	abbr	-
-	nro	-	none	-	-	-	-	abbr	-
-	ns.	-	none	-	-	-	-	abbr	-
-	nyk.	-	none	-	-	-	-	abbr	-
-	o.s.	-	none	-	-	-	-	abbr	-
-	oik.	-	none	-	-	-	-	abbr	-
-	os.	-	none	-	-	-	-	abbr	-
-	p.	-	none	-	-	-	-	abbr	-
-	paal.	-	none	-	-	-	-	abbr	-
-	pe	-	none	-	-	-	-	abbr	-
-	pp.	-	none	-	-	-	-	abbr	-
-	ps.	-	none	-	-	-	-	abbr	-
-	pvm	-	none	-	-	-	-	abbr	-
-	päätoim.	-	none	-	-	-	-	abbr	-
-	ransk.	-	none	-	-	-	-	abbr	-
-	room.	-	none	-	-	-	-	abbr	-
-	ruots.	-	none	-	-	-	-	abbr	-
-	s.	-	none	-	-	-	-	abbr	-
-	saks.	-	none	-	-	-	-	abbr	-
-	san.	-	none	-	-	-	-	abbr	-
-	sd	-	none	-	-	-	-	abbr	-
-	sin	-	none	-	-	-	-	abbr	-
-	so.	-	none	-	-	-	-	abbr	-
-	sov.	-	none	-	-	-	-	abbr	-
-	su	-	none	-	-	-	-	abbr	-
-	suom.	-	none	-	-	-	-	abbr	-
-	säv.	-	none	-	-	-	-	abbr	-
-	terv.	-	none	-	-	-	-	abbr	-
-	ti	-	none	-	-	-	-	abbr	-
-	tms.	-	none	-	-	-	-	abbr	-
-	to	-	none	-	-	-	-	abbr	-
-	toim.	-	none	-	-	-	-	abbr	-
-	torj.	-	none	-	-	-	-	abbr	-
-	trad.	-	none	-	-	-	-	abbr	-
-	ts.	-	none	-	-	-	-	abbr	-
-	v.	-	none	-	-	-	-	abbr	-
-	vas	-	none	-	-	-	-	abbr	-
-	vas.	-	none	-	-	-	-	abbr	-
-	ven.	-	none	-	-	-	-	abbr	-
-	vietn.	-	none	-	-	-	-	abbr	-
-	vihr.	-	none	-	-	-	-	abbr	-
-	vko	-	none	-	-	-	-	abbr	-
-	vol.	-	none	-	-	-	-	abbr	-
-	vrt.	-	none	-	-	-	-	abbr	-
-	vs.	-	none	-	-	-	-	abbr	-
-	vt.	-	none	-	-	-	-	abbr	-
-	yks.	-	none	-	-	-	-	abbr	-
-	ym.	-	none	-	-	-	-	abbr	-
-	yms.	-	none	-	-	-	-	abbr	-
-	yo.	-	none	-	-	-	-	abbr	-
-	yst.	-	none	-	-	-	-	abbr	-
-	yst.terv.	-	none	-	-	-	-	abbr	-
-	ADHD	-	noun	18B	-	-	e	abbr	-
-	BKT	-	noun	18B	-	front|back	e	abbr	-
-	CV	-	noun	18B	-	-	e	abbr	-
-	Co.	-	noun	XX	-	-	-	abbr	-
-	DI	-	noun	18B	-	-	i	abbr	-
-	DNA	-	noun	18B	-	-	a	abbr	-
-	FM	-	noun	10B	-	-	-	abbr	-
-	FT	-	noun	18B	-	-	e	abbr	-
-	HuK	-	noun	18B	-	-	o	abbr	-
-	LuK	-	noun	18B	-	-	-	abbr	-
-	TV	-	noun	18B	-	-	e	abbr	-
-	Tl.	-	noun	XX	-	-	-	abbr|dated	-
-	ab	-	noun	18B	-	-	e	abbr	-
-	bkt	-	noun	18B	-	front|back	e	abbr	-
-	btm	-	noun	5	-	-	-	abbr	-
-	ky	-	noun	18B	-	-	y	abbr	-
-	lng	-	noun	18B	-	-	e	abbr	-
-	oy	-	noun	18B	-	front	y	abbr	-
-	oyj	-	noun	18B	-	-	i	abbr	-
-	pj.	-	noun	XX	-	-	-	abbr	-
-	pj.	-	noun	!	-	-	-	abbr	-
-	ry	-	noun	18B	-	-	y	abbr	-
-	tj.	-	noun	XX	-	-	-	abbr	-
-	tj.	-	noun	!	-	-	-	abbr	-
-	tri	-	noun	18	-	-	-	abbr	-
-	tv	-	noun	18B	-	-	e	abbr	-
